product_id,brand_id,category_id,product_name,price,average_rating,highlight,description,ingredients,usage_instructions,product_url,product_image,brand,category,created_at,updated_at,deleted_at
92,,,Makeup Setting Spray,RM78.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-makeup-setting-spray/v/80ml,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872155546-Sephora-Collection-Makeup-Setting-Sp_24f1d699fb5c5a20f7204b0d5ee4a3d6b0dee651_1708924048.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
93,,,12h Intense Ink Matte Liquid Eyeliner,RM72.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-12h-intense-ink-matte-liquid-eyeliner/v/01-deep-black,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872239321-Sephora-collection-12h-Intense-Ink-M_e75e8772ceb3876f1d17c1b9565e15b45cdf7ba0_1724673828.png,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
94,,,Care Mineral Compact Powder Foundation - Matte Finish & Soothing Effect,RM98.00RM49.0050% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-care-mineral-compact-powder-foundation-matte-finish-and-soothing-effect/v/45-cocoa-deep,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872218227-Sephora-Collection-Care-Mineral-Comp_cacde6a9cbb404a5ae113572354f63a365b1abd5_1708923192.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
95,,,M·A·Cximal Silky Matte Lipstick,RM130.00,,[],,,,https://www.sephora.my/products/mac-cosmetics-m-star-a-star-cximal-silky-matte-lipstick/v/acting-natural,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602724772-MAC-Cosmetics-MACximal-Silky-Matte-Li_a52b513d5901445e6b96c59b35a04224278ac171_1735214659.png,MAC Cosmetics,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
96,,,Sweet Indulgences Maracuja Juicy Lip Vault Gift Set (Holiday Limited Edition),RM200.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/tarte-sweet-indulgences-maracuja-juicy-lip-vault-gift-set-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_197689041094-Tarte-Sweet-Indulgences-Maracuja-Juic_a701b0fdb306e68821024e52b1c41c94dd0b4cee_1758597430.png,tarte,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
97,,,Gloss Bomb Universal Lip Luminizer,RM121.00RM60.5050% OFF,,"[""NEW | Only at Sephora""]",,,,https://www.sephora.my/products/fenty-gloss-bomb-universal-lip-luminizer/v/champ-stamp-fantasy,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_840026666879-Fenty-Beauty-Gloss-Bomb-Universal-Lip_bfaae6aaa0f258b88ada73e6da3d7f48cb1631fc_1724056735.png,Fenty Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
98,,,CC+Cream Full-Coverage Foundation SPF 50,RM208.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/it-cosmetics-your-skin-but-better-cc-plus-cream-spf-50/v/fair,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3605971979149-It-Cosmetics-CC_Cream-Full-Coverage-_63d5071dea761c75587da67064538fdbc5ea140d_1729771549.png,IT Cosmetics,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
99,,,Brow Wiz,RM134.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/anastasia-beverly-hills-brow-wiz/v/blonde,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_21586_AnastasiaBeverlyHills_BrowWiz_Blonde_WEB_4a25b7590285a5829c8ba79143fee6c04a524464_1523776979.png,Anastasia Beverly Hills,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
100,,,Almost Lipstick,RM120.00,,[],,,,https://www.sephora.my/products/clinique-almost-lipstick/v/black-honey,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_20714004507-Clinique-Almost-Lipstick-Black-Honey_90eb512435ae1a751f4c624bdf908b00cb9d3d80_1646738468.png,Clinique,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
101,,,Vitamin Enriched Face Base Duo (Holiday Limited Edition),RM480.00,,"[""NEW""]",,,,https://www.sephora.my/products/bobbi-brown-vitamin-enriched-face-base-duo-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170348087-Bobbi-Brown-Vitamin-Enriched-Face-Bas_f68281747d158cf403940a844a3b2147786cb6e3_1759404406.png,Bobbi Brown,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
102,,,On-The-Glow Blush Duo (Holiday Limited Edition),RM96.00,,"[""NEW""]",,,,https://www.sephora.my/products/pixi-on-the-glow-blush-duo-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_885190370467-Pixi-On-The-Glow-Blush-Duo-Holiday-Li_1162d6b2273999c536687122ec888ae189a211a1_1759830282.png,Pixi,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
103,,,Skin Tint Blurring Elixir Foundation,RM160.00,,[],,,,https://www.sephora.my/products/kylie-cosmetics-skin-tint-blurring-elixir-foundation/v/2c,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941136552-KCOSM-Skin-Tint-Blurring-Elixir-Foun_dec7db8dc5cb6284fa9a762e5252f201005c422c_1742991065.png,Kylie Cosmetics,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
104,,,Express Waterproof Makeup Remover,RM64.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-express-waterproof-makeup-remover/v/200ml,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872250135-Sephora-collection-Express-Waterproo_a0ef4e5c733270c2c90984ab5fd9adc9ae89f5ef_1736916483.png,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
105,,,The POREfessional Face Primer,RM300.00,,[],,,,https://www.sephora.my/products/benefit-cosmetics-the-porefessional-face-primer/v/44ml,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7769_2520Benefit_2520Cosmetics_2520The_2520POREfes_453692aa403df38a7ba381d43f3f4fa2af2caed3_1724050607.png,Benefit Cosmetics,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
106,,,Easy Blur Natural Airbrush Foundation,RM210.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/huda-beauty-easy-blur-natural-airbrush-foundation/v/100b-milkshake,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6294018403302-Huda-Beauty-Easy-Blur-Natural-Airbru_bf5ebc8c40884df558de170cb5225a08c86c8a56_1723204805.png,Huda Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
107,,,Studio Fix Powder Plus Foundation Prefill,RM200.00,,[],,,,https://www.sephora.my/products/mac-cosmetics-studio-fix-powder-plus-foundation-prefill/v/nc10-very-fair-beige-with-neutral-undertone-for-very-fair-skin,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602736812-MAC-Cosmetics-Studio-Fix-Powder-Plus-_d268cd592765d261af175516f6abe0400acb2986_1743595336.png,MAC Cosmetics,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
108,,,Original Colorful Eyeshadow Mono Glitter,RM45.00RM22.5050% OFF,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-original-colorful-eyeshadow-mono-glitter/v/102-fairy-aura,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872201304-Sephora-Collection-Colorful-Eyeshado_90777087ca4a9266e54bec1bb851a5deab2788e7_1715082483.png?o=clean,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
109,,,Artist Color Pencil,RM120.00,,[],,,,https://www.sephora.my/products/make-up-for-ever-artist-color-pencil/v/506-endless-cacao,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752132855-Make-Up-For-Ever-Artist-Color-Pencil-506-Endless-Cacao_63d4358feace3fcb248a112cde4424d813867677_1635515413.png,MAKE UP FOR EVER,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
110,,,Easy Blur Silicon-Free Smoothing Primer,RM200.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/huda-beauty-easy-blur-silicon-free-smoothing-primer/v/30ml,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6294018405696-Huda-Beauty-Easy-Blur-Silicon-Free-S_17f87e49fa1bfa0812b9759d31fc3521e87ffc79_1723550492.png,Huda Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
111,,,Pillow Talk Icons On The Go Set (Holiday Limited Edition),RM270.00,,[],,,,https://www.sephora.my/products/charlotte-tilbury-pillow-talk-icons-on-the-go-set-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_5056446655378-Charlotte-Tilbury-Pillow-Talk-Icons-_0a5d8f7446e867355c525a0b3818fc141bac60cc_1759230996.png,Charlotte Tilbury,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
112,,,Clay Play To-Go Cheek Palette (Limited Edition),RM115.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/tarte-clay-play-to-go-cheek-palette-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_846733085491-Tarte-Clay-Play-To-Go-Cheek-Palette-L_13b35b0b543125f966135918ea85dd1547dab88c_1724046869.png,tarte,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
113,,,Cult Classic Lip Duo (Holiday Limited Edition),RM90.00,,"[""NEW""]",,,,https://www.sephora.my/products/clinique-cult-classic-lip-duo-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_192333275801-Clinique-Cult-Classic-Lip-Duo-Holiday_33f5f393304c31b85b67b5f06d37b2963afbb3ad_1760438955.png,Clinique,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
114,,,Tattoo Liner Liquid Eyeliner,RM121.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/kvd-beauty-tattoo-liner-liquid-eyeliner/v/mad-max-brown-rich-chocolate-brown,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_811999022078-KVD-Tattoo-Liner-Liquid-Eyeliner-Mad-Max-Brown-Rich-Chocolate-Brown_625d86b0e7f4f9eda02f8037d0eccc293e41b69b_1681709369.png,KVD Beauty,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
115,,,Mini Shape Tape Contour Concealer,RM64.00,,"[""Only at Sephora""]",,,,https://www.sephora.my/products/tarte-mini-shape-tape-contour-concealer/v/12n-fair-neutral,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_846733034956-tarte-Mini-Shape-Tape-Contour-Conceal_335bdbcfb80bc4c43f0a61da46c7a95124fed448_1708938120.png,tarte,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
116,,,"Precisely, My Brow Eyebrow Pencil",RM141.00,,[],,,,https://www.sephora.my/products/benefit-cosmetics-precisely-my-brow-pencil/v/01-light,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Precisely_My_Brow_Pencil_open_b_no_reflection_1_RGB_WEB_e7a5af9579a22346238a98caaf2541b7f0227a31_1523777490.png,Benefit Cosmetics,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
117,,,Browminoes Full-Size & Mini Brow Trio (Holiday Limited Edition),RM186.00,,[],,,,https://www.sephora.my/products/benefit-cosmetics-browminoes-full-size-and-mini-brow-trio-holiday-limited-edition/v/blonde,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164797-Benefit-Cosmetics-Browminoes-Full-Siz_2871120a1f0363c030cf9af361e31a647b3f6bed_1758701626.png,Benefit Cosmetics,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
118,,,Cream Lip Stain Set (Holiday Limited Edition),RM220.00,,"[""NEW | Only at Sephora""]",,,,https://www.sephora.my/products/sephora-collection-cream-lip-stain-set-holiday-limited-edition/v/default,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872259435-Sephora-Collection-Cream-Lip-Stain-S_e2ccf12c6d6e09b3c3ae3d0d18f6cb9d8fe1ddaf_1760438614.png,Sephora Collection,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
119,,,Natural Radiant Longwear Foundation,RM235.00,,[],,,,https://www.sephora.my/products/nars-natural-radiant-longwear-foundation/v/barcelona,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_33372_NARS_NaturalRadiantLongwearFoundation_Barcelona_WEB_eed8867fbfe9d7ddeca1f323d3ce295d29749b4b_1523779607.png,NARS,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
120,,,Rouge Dior Forever Liquid Lipstick,RM205.00,,[],,,,https://www.sephora.my/products/dior-rouge-dior-forever-liquid-lipstick/v/100-forever-nude,https://image-optimizer-reg.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901588355-Dior-Rouge-Dior-Forever-Liquid-Lipstick-100-Forever-Nude_ac71c6358ffdf0082dc31b25228ff0a57dd50f85_1618320274.png,DIOR,makeup,2025-11-12 05:59:41,2025-11-12 05:59:41,
